topic,year,papers_published
Linguistics and Discourse Analysis,2010,1
African cultural and philosophical studies,2010,1
Religious Education and Schools,2010,1
Biblical Studies and Interpretation,2010,1
Theology and Philosophy of Evil,2010,1
Urban and spatial planning,2010,1
Geophysical Methods and Applications,2010,1
Advanced Vision and Imaging,2011,83
Advanced Image and Video Retrieval Techniques,2011,67
Image Retrieval and Classification Techniques,2011,57
Advanced Computational Techniques and Applications,2011,42
Face and Expression Recognition,2011,38
Chaos-based Image/Signal Encryption,2011,34
Video Surveillance and Tracking Methods,2011,32
Advanced Image Processing Techniques,2011,30
Robotics and Sensor-Based Localization,2011,30
Natural Language Processing Techniques,2011,30
Image Processing Techniques and Applications,2011,30
Cryptography and Data Security,2011,30
Simulation and Modeling Applications,2011,29
Advanced Measurement and Detection Methods,2011,29
Computer Graphics and Visualization Techniques,2011,26
Medical Image Segmentation Techniques,2011,25
Topic Modeling,2011,24
Advanced Algorithms and Applications,2011,24
Video Analysis and Summarization,2011,23
Text and Document Classification Technologies,2011,21
Data Management and Algorithms,2011,20
Video Coding and Compression Technologies,2011,19
Data Mining Algorithms and Applications,2011,18
Advanced Malware Detection Techniques,2011,18
Advanced Steganography and Watermarking Techniques,2011,18
Remote-Sensing Image Classification,2011,18
Remote Sensing and Land Use,2011,18
Robotic Path Planning Algorithms,2011,18
Image Enhancement Techniques,2011,18
Semantic Web and Ontologies,2011,17
Cryptographic Implementations and Security,2011,17
Network Security and Intrusion Detection,2011,17
Human Pose and Action Recognition,2011,17
3D Shape Modeling and Analysis,2011,16
Advanced Text Analysis Techniques,2011,16
Image and Object Detection Techniques,2011,16
Rough Sets and Fuzzy Logic,2011,16
Metaheuristic Optimization Algorithms Research,2011,16
Algorithms and Data Compression,2011,16
Machine Learning and Algorithms,2011,16
Image and Signal Denoising Methods,2011,16
Web Data Mining and Analysis,2011,15
Image and Video Quality Assessment,2011,14
Coding theory and cryptography,2011,14
Optical measurement and interference techniques,2011,14
Neural Networks and Applications,2011,14
Image Processing and 3D Reconstruction,2011,13
Privacy-Preserving Technologies in Data,2011,13
Industrial Technology and Control Systems,2011,13
Speech and Audio Processing,2011,13
Imbalanced Data Classification Techniques,2011,12
Advanced Decision-Making Techniques,2011,12
Machine Learning and Data Classification,2011,12
Digital Media Forensic Detection,2011,12
Music and Audio Processing,2011,12
Complexity and Algorithms in Graphs,2011,12
Image and Video Stabilization,2011,11
"Privacy, Security, and Data Protection",2011,11
Internet Traffic Analysis and Secure E-voting,2011,11
3D Surveying and Cultural Heritage,2011,11
Target Tracking and Data Fusion in Sensor Networks,2011,11
Sparse and Compressive Sensing Techniques,2011,11
Educational Technology and Assessment,2011,11
Context-Aware Activity Recognition Systems,2011,10
Infrared Target Detection Methodologies,2011,10
Service-Oriented Architecture and Web Services,2011,10
Distributed and Parallel Computing Systems,2011,10
Generative Adversarial Networks and Image Synthesis,2011,9
Caching and Content Delivery,2011,9
Handwritten Text Recognition Techniques,2011,9
Face recognition and analysis,2011,9
Visual Attention and Saliency Detection,2011,9
Bayesian Modeling and Causal Inference,2011,9
Advanced Sensor and Control Systems,2011,9
Advanced Data Compression Techniques,2011,9
Optical Systems and Laser Technology,2011,9
Satellite Image Processing and Photogrammetry,2011,9
Parallel Computing and Optimization Techniques,2011,9
Advanced MIMO Systems Optimization,2011,9
Blind Source Separation Techniques,2011,8
Fault Detection and Control Systems,2011,8
Inertial Sensor and Navigation,2011,8
Manufacturing Process and Optimization,2011,8
Embedded Systems and FPGA Design,2011,8
Cloud Computing and Resource Management,2011,8
Advanced Image Fusion Techniques,2011,8
Data Visualization and Analytics,2011,8
Anomaly Detection Techniques and Applications,2011,8
Color Science and Applications,2011,7
Advanced Database Systems and Queries,2011,7
Advanced Numerical Analysis Techniques,2011,7
Cryptography and Residue Arithmetic,2011,7
Advanced Multi-Objective Optimization Algorithms,2011,7
Cellular Automata and Applications,2011,7
Hand Gesture Recognition Systems,2011,7
Gait Recognition and Analysis,2011,7
Medical Imaging Techniques and Applications,2011,7
Complex Network Analysis Techniques,2011,7
Advanced Clustering Algorithms Research,2011,7
Advanced Data Storage Technologies,2011,7
Speech Recognition and Synthesis,2011,7
Human Motion and Animation,2011,6
Information Retrieval and Search Behavior,2011,6
Gaze Tracking and Assistive Technology,2011,6
Advanced Statistical Methods and Models,2011,6
Multimodal Machine Learning Applications,2011,6
Digital and Cyber Forensics,2011,6
Vehicle Routing Optimization Methods,2011,6
Cognitive Radio Networks and Spectrum Sensing,2011,6
Evolutionary Algorithms and Applications,2011,6
DNA and Biological Computing,2011,6
Biomedical Text Mining and Ontologies,2011,6
Domain Adaptation and Few-Shot Learning,2011,6
Robotics and Automated Systems,2011,6
Software Engineering Research,2011,6
Visual perception and processing mechanisms,2011,6
Radar Systems and Signal Processing,2011,6
Digital Rights Management and Security,2011,5
Opportunistic and Delay-Tolerant Networks,2011,5
Quantum Computing Algorithms and Architecture,2011,5
Solar Radiation and Photovoltaics,2011,5
Advanced Optimization Algorithms Research,2011,5
Security in Wireless Sensor Networks,2011,5
Speech and dialogue systems,2011,5
AI-based Problem Solving and Planning,2011,5
Advanced Surface Polishing Techniques,2011,5
Chinese history and philosophy,2011,5
Vibration and Dynamic Analysis,2011,5
User Authentication and Security Systems,2011,5
Nonlinear Dynamics and Pattern Formation,2011,5
Malaria Research and Control,2011,5
Peer-to-Peer Network Technologies,2011,5
Software Reliability and Analysis Research,2011,5
Spam and Phishing Detection,2011,5
Error Correcting Code Techniques,2011,5
Chaos control and synchronization,2011,5
Cloud Data Security Solutions,2011,5
Security and Verification in Computing,2011,4
Geomechanics and Mining Engineering,2011,4
Advanced Optical Imaging Technologies,2011,4
Civil and Geotechnical Engineering Research,2011,4
Robotic Mechanisms and Dynamics,2011,4
Interconnection Networks and Systems,2011,4
Cell Image Analysis Techniques,2011,4
Higher Education and Teaching Methods,2011,4
Advanced Numerical Methods in Computational Mathematics,2011,4
Scientific Computing and Data Management,2011,4
Mobile Ad Hoc Networks,2011,4
Advanced Software Engineering Methodologies,2011,4
Wireless Sensor Networks and IoT,2011,4
Energy Efficient Wireless Sensor Networks,2011,4
Quantum Information and Cryptography,2011,4
Biometric Identification and Security,2011,4
Evaluation and Optimization Models,2011,4
Geological Modeling and Analysis,2011,4
Technology and Security Systems,2011,4
Industrial Vision Systems and Defect Detection,2011,4
Data Stream Mining Techniques,2011,4
Environmental Changes in China,2011,4
Remote Sensing and LiDAR Applications,2011,4
"Logic, Reasoning, and Knowledge",2011,4
Constraint Satisfaction and Optimization,2011,4
Power Systems and Technologies,2011,4
Traffic and Road Safety,2011,4
Matrix Theory and Algorithms,2011,4
Advanced Topics in Algebra,2011,4
Wireless Communication Networks Research,2011,4
Advanced Adaptive Filtering Techniques,2011,4
AI in cancer detection,2011,4
Optimization and Packing Problems,2011,4
Recommender Systems and Techniques,2011,4
Multi-Criteria Decision Making,2011,4
Software Testing and Debugging Techniques,2011,4
Decision-Making and Behavioral Economics,2011,4
Mathematics Education and Teaching Techniques,2011,4
Distributed Control Multi-Agent Systems,2011,4
Scientific Research and Discoveries,2011,4
Mosquito-borne diseases and control,2011,4
Cooperative Communication and Network Coding,2011,4
Advanced Wireless Communication Techniques,2011,4
Embedded Systems Design Techniques,2011,4
Regional Economic and Spatial Analysis,2011,4
Advanced Authentication Protocols Security,2011,4
Control and Dynamics of Mobile Robots,2011,4
Innovative Human-Technology Interaction,2011,4
Time Series Analysis and Forecasting,2011,3
Innovative Teaching and Learning Methods,2011,3
Cultural and Historical Studies,2011,3
EFL/ESL Teaching and Learning,2011,3
Second Language Learning and Teaching,2011,3
Child and Animal Learning Development,2011,3
Consumer Perception and Purchasing Behavior,2011,3
Multimedia Communication and Technology,2011,3
Forecasting Techniques and Applications,2011,3
Network Packet Processing and Optimization,2011,3
Advanced Differential Equations and Dynamical Systems,2011,3
Mathematical Dynamics and Fractals,2011,3
Distributed systems and fault tolerance,2011,3
Indoor and Outdoor Localization Technologies,2011,3
Machine Fault Diagnosis Techniques,2011,3
Digital Image Processing Techniques,2011,3
Cybercrime and Law Enforcement Studies,2011,3
stochastic dynamics and bifurcation,2011,3
Internet of Things and Social Network Interactions,2011,3
Evacuation and Crowd Dynamics,2011,3
Philosophy and Theoretical Science,2011,3
Mobile Agent-Based Network Management,2011,3
Advanced SAR Imaging Techniques,2011,3
Culinary Culture and Tourism,2011,3
Scientific Measurement and Uncertainty Evaluation,2011,3
Winter Sports Injuries and Performance,2011,3
Advanced Measurement and Metrology Techniques,2011,3
Advanced Computing and Algorithms,2011,3
Digital Filter Design and Implementation,2011,3
Environmental and Agricultural Sciences,2011,3
"Language, Metaphor, and Cognition",2011,3
Personal Information Management and User Behavior,2011,3
earthquake and tectonic studies,2011,3
Advanced Statistical Process Monitoring,2011,3
Digital Games and Media,2011,3
Advanced Control Systems Optimization,2011,3
Design Education and Practice,2011,3
Photovoltaic System Optimization Techniques,2011,3
Data Quality and Management,2011,3
Risk and Safety Analysis,2011,3
Glaucoma and retinal disorders,2011,3
Electromagnetic Simulation and Numerical Methods,2011,3
Infrastructure Resilience and Vulnerability Analysis,2011,3
Stochastic processes and financial applications,2011,3
Electromagnetic Scattering and Analysis,2011,3
Legal Issues in Education,2011,3
Formal Methods in Verification,2011,3
VLSI and Analog Circuit Testing,2011,3
Optimization and Search Problems,2011,3
Electronic Health Records Systems,2011,3
Engineering Applied Research,2011,3
Virtual Reality Applications and Impacts,2011,3
Web Application Security Vulnerabilities,2011,3
Autonomous Vehicle Technology and Safety,2011,3
Emotional Intelligence and Performance,2011,3
Structural Health Monitoring Techniques,2011,3
Spectroscopy and Chemometric Analyses,2011,3
Telecommunications and Broadcasting Technologies,2011,3
Color perception and design,2011,3
Distributed Sensor Networks and Detection Algorithms,2011,3
Software Engineering Techniques and Practices,2011,3
Innovation and Knowledge Management,2011,3
Action Observation and Synchronization,2011,3
Business Process Modeling and Analysis,2011,3
Wireless Communication Security Techniques,2011,3
Translation Studies and Practices,2011,3
Digital Media and Visual Art,2011,3
Power Systems and Renewable Energy,2011,3
graph theory and CDMA systems,2011,3
Statistical Methods and Inference,2011,3
Numerical Methods and Algorithms,2011,3
Advanced Optical Sensing Technologies,2011,3
Vehicle License Plate Recognition,2011,3
Artificial Intelligence in Games,2011,3
Software System Performance and Reliability,2011,3
Bioinformatics and Genomic Networks,2011,3
Gene expression and cancer classification,2011,3
Computational Geometry and Mesh Generation,2011,2
Computational Drug Discovery Methods,2011,2
Economic Theory and Institutions,2011,2
Emotion and Mood Recognition,2011,2
Quantum and electron transport phenomena,2011,2
Optical Network Technologies,2011,2
Photonic and Optical Devices,2011,2
Neural Networks Stability and Synchronization,2011,2
Radiation Detection and Scintillator Technologies,2011,2
Geotechnical Engineering and Underground Structures,2011,2
"Soil, Finite Element Methods",2011,2
